DW_DELL_ACCT_ID,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,category
1592340442,NAMERICA,Web & Tech,T5,20,133976,1,Low
1702649184,EMEA,Manufacturing,T1,358,171961,0,Low
2005504572,NAMERICA,Retail,T1,412,1021900,1,Low
2750539819,EMEA,Web & Tech,T2,91,500000,0,Low
3399084735,EMEA,"Business, Engineering & Consumer Services",T2,1325,285420.01,1,Low
595713125,NAMERICA,Government,T1,3,346000,1,Low
595671306,NAMERICA,Education,T4,176,305400,0,Low
1702661918,EMEA,Manufacturing,T3,478,46458.936,0,Low
3298259306,Greater China,"Business, Engineering & Consumer Services",T1,600,1325000,1,Low
2434782532,NAMERICA,Retail,T1,2,3497220.85,1,Low
3426096770,EMEA,Manufacturing,T3,37,235224.66,0,Low
2122992270,APJ,Energy,T1,6,1500600,1,Low
595676344,NAMERICA,Education,T2,70,1000000,0,Low
868923053,NAMERICA,Energy,T1,2500,525900,1,Low
2771300794,NAMERICA,"Business, Engineering & Consumer Services",T5,64,43076.981,0,Low
3323923709,NAMERICA,"Business, Engineering & Consumer Services",T5,47,122403,0,Low
3075525393,CSB,Energy,T5,108,122286,1,Low
3480395244,Greater China,"Banking, Financial Services & Insurance",T2,200,1537027.271,0,Low
1702753861,EMEA,Education,T3,220,335373.805,0,Low
3405086392,Greater China,Manufacturing,T2,100,11670,0,Low
1703200849,EMEA,"Banking, Financial Services & Insurance",T1,46,109295,1,Low
1702785212,EMEA,Transportation,T3,100,81871.099,1,Low
3444315884,EMEA,Retail,T3,29,2064553,1,Low
595699103,NAMERICA,Education,T5,99,156723,1,Low
3497662179,APJ,Transportation,T1,9091,5138400,0,Low
3431361608,NAMERICA,Agriculture,T2,74253,8088500,0,Low
3527135440,APJ,"Business, Engineering & Consumer Services",T5,10,147065,0,Low
3535372970,CSB,Agriculture,T5,9,44196,0,Low
2759784780,LA,Retail,T3,400,89500,1,Low
595711773,NAMERICA,Government,T5,165,91717,0,Low
2087517741,CSB,"Business, Engineering & Consumer Services",T5,2,33347.409,1,Low
1724057338,LA,Energy,T1,411,176251,0,Low
3317315367,EMEA,Energy,T3,250,208183.107,1,Low
2434927997,NAMERICA,"Telecom, Media & Entertainment",T3,70,323525.608,1,Low
3481487671,APJ,Manufacturing,T1,100,18300,1,Low
1702729868,EMEA,"Business, Engineering & Consumer Services",T3,99,128281.281,0,Low
3505419010,APJ,Agriculture,T5,7437,1346420,0,Low
3473328379,LA,Construction & Real Estate,T3,80,79900,1,Low
3411566247,EMEA,"Business, Engineering & Consumer Services",T1,1,431818.18,0,Low
2374498557,Greater China,Retail,T1,300,105000,1,Low
1702707833,EMEA,Agriculture,T2,500,1298467,1,Low
3401295924,EMEA,Energy,T2,1190,442368,1,Low
2601314115,APJ,Government,T1,2640,3480610,1,Low
2460713727,NAMERICA,"Business, Engineering & Consumer Services",T5,24,64327,1,Low
3428297500,EMEA,"Business, Engineering & Consumer Services",T3,8073,39690,0,Low
3475562719,NAMERICA,Agriculture,T5,8113,10170.56,0,Low
1709004844,EMEA,"Business, Engineering & Consumer Services",T1,100,115363,1,Low
3371544216,APJ,Web & Tech,T1,5485,4804404,0,Low
3385921154,EMEA,"Banking, Financial Services & Insurance",T1,150,66796,0,Low
2521849597,APJ,"Telecom, Media & Entertainment",T3,245,316734.41,1,Low
3534499715,CSB,Agriculture,T5,99,169523,1,Low
2434066099,CSB,"Business, Engineering & Consumer Services",T5,8,22836,1,Low
2572149187,CSB,Web & Tech,T5,24,41449,1,Low
2370361634,NAMERICA,Web & Tech,T1,141822,26451872.43,0,Low
1705911791,EMEA,"Banking, Financial Services & Insurance",T1,7000,75959,1,Low
1705658359,EMEA,Agriculture,T5,100,170865,0,Low
595717869,NAMERICA,Government,T5,150,30910.801,0,Low
2005508663,NAMERICA,Retail,T5,220,53071,0,Low
3569441872,CSB,Manufacturing,T5,77,107856,1,Low
2009040889,NAMERICA,Web & Tech,T5,4,169201,0,Low
3391285470,EMEA,Agriculture,T1,2,792100,0,Low
1703310313,EMEA,Education,T3,1,181546.52,0,Low
3585520885,CSB,Manufacturing,T5,5,176130,1,Low
2003439410,NAMERICA,"Business, Engineering & Consumer Services",T5,263,88584.999,0,Low
3582101075,APJ,Healthcare & Life Sciences,T5,16,8494505,1,Low
3586652800,CSB,Agriculture,T5,23,25865,1,Low
3484082074,LA,"Business, Engineering & Consumer Services",T3,45,7354864,1,Low
595669717,NAMERICA,Education,T1,1768,830400,0,Low
3586041628,CSB,Retail,T5,8,23697,1,Low
3165284444,EMEA,"Business, Engineering & Consumer Services",T3,92803,168482.25,0,Low
595728775,NAMERICA,Education,T1,2220,3717812,0,Low
3560160154,CSB,"Business, Engineering & Consumer Services",T5,12,137373,0,Low
3341669049,EMEA,"Business, Engineering & Consumer Services",T1,1000,55015,1,Low
3348239303,EMEA,"Telecom, Media & Entertainment",T3,67,249146.853,0,Low
3383674046,LA,Manufacturing,T3,100,15298.73,0,Low
2463516669,CSB,"Business, Engineering & Consumer Services",T5,6473,17576,1,Low
3562149581,NAMERICA,Web & Tech,T5,105,159982,1,Low
2655618835,EMEA,Government,T2,275,192441.878,1,Low
3483423592,Greater China,Web & Tech,T3,4,30609,0,Low
3433639885,APJ,Web & Tech,T3,101,374353,1,Low
2005504502,NAMERICA,"Banking, Financial Services & Insurance",T4,325,206473,1,Low
1724020337,LA,Retail,T2,1500,746700,1,Low
3518798886,APJ,Agriculture,T5,105,11862.769,0,Low
2036925039,Greater China,"Business, Engineering & Consumer Services",T1,9794,329008.574,0,Low
595687463,NAMERICA,Government,T3,475,728823.029,1,Low
2666671786,APJ,"Business, Engineering & Consumer Services",T1,11,4171500,0,Low
595681632,NAMERICA,Education,T5,8371,86998,1,Low
595662461,NAMERICA,Education,T5,30,21400,0,Low
1710113475,EMEA,"Telecom, Media & Entertainment",T1,5151,154756,0,Low
1705546407,EMEA,Retail,T1,440,1450000,1,Low
2895387790,NAMERICA,"Business, Engineering & Consumer Services",T3,30,55066,1,Low
2627234781,Greater China,"Telecom, Media & Entertainment",T1,63958,20366568.17,0,Low
2601325457,APJ,Education,T2,1920,443202.859,1,Low
3400868529,EMEA,Manufacturing,T5,67,25728,0,Low
1724018913,LA,Manufacturing,T1,8896,13000000,1,Low
595680534,NAMERICA,Education,T1,700,238654.87,0,Low
3556557926,NAMERICA,"Business, Engineering & Consumer Services",T5,20,11823.092,0,Low
2003442853,NAMERICA,Construction & Real Estate,T3,200,251103.365,0,Low
3415897564,LA,Retail,T2,140,38846.517,1,Low
3375411297,Greater China,Manufacturing,T2,300,1600000,0,Low
2037145562,Greater China,Education,T3,1200,115834,1,Low
2005516418,NAMERICA,"Banking, Financial Services & Insurance",T4,210,180226.579,0,Low
2122686840,APJ,Retail,T1,2,789063,0,Low
3541134470,NAMERICA,Agriculture,T2,26,19909.752,0,Low
3413825514,Greater China,"Business, Engineering & Consumer Services",T3,50,43075.917,0,Low
2583990642,APJ,Agriculture,T5,500,11885.433,1,Low
3359843321,CSB,"Business, Engineering & Consumer Services",T5,90,4582468,0,Low
2003439572,NAMERICA,Healthcare & Life Sciences,T4,240,255751,1,Low
1702876093,EMEA,"Business, Engineering & Consumer Services",T1,5799,7376436.002,0,Low
3579383470,APJ,"Banking, Financial Services & Insurance",T5,2555,1256124.86,1,Low
595724795,NAMERICA,Education,T1,550,1612578.4,1,Low
2035574378,Greater China,Web & Tech,T1,140,415402,0,Low
2573853176,EMEA,Healthcare & Life Sciences,T2,5000,2190000,0,Low
2003442484,NAMERICA,Energy,T3,35,581129,0,Low
595726637,NAMERICA,Education,T1,2460,9606400,0,Low
3410988316,EMEA,Transportation,T1,6559,155498,1,Low
2608971589,EMEA,"Business, Engineering & Consumer Services",T1,1419,9108500,1,Low
3461468901,CSB,Agriculture,T5,20,80766,1,Low
595729104,NAMERICA,Government,T5,266,87984.999,0,Low
3584294526,EMEA,Retail,T5,80,152807,0,Low
2434074977,NAMERICA,Retail,T5,140,54146.442,0,Low
2005505523,NAMERICA,Healthcare & Life Sciences,T1,214,1000200,1,Low
2454252198,EMEA,Agriculture,T1,617,15854450.49,1,Low
1703287661,EMEA,"Telecom, Media & Entertainment",T1,620,5200000,0,Low
3159495778,CSB,Agriculture,T1,2315,169764,0,Low
3396691596,EMEA,Energy,T2,1000,5900000,0,Low
931385279,NAMERICA,Healthcare & Life Sciences,T1,14000,4466797.425,0,Low
1708959119,EMEA,Energy,T1,69122,41722099,1,Low
3372814337,Greater China,"Business, Engineering & Consumer Services",T1,500,4682742,0,Low
1702777082,EMEA,"Banking, Financial Services & Insurance",T1,73727,36559000,0,Low
1904881067,EMEA,Construction & Real Estate,T1,20,3600000,0,Low
2851596139,EMEA,Retail,T3,237,87214.053,0,Low
3498669552,APJ,Web & Tech,T1,1084,1001360,1,Low
2538681786,EMEA,Manufacturing,T1,6946,72202,0,Low
1704427056,EMEA,"Telecom, Media & Entertainment",T1,234,1338300,1,Low
2224790255,NAMERICA,Energy,T3,220,88788.284,0,Low
725397175,NAMERICA,Healthcare & Life Sciences,T1,3299,52841963.93,1,Low
931389871,NAMERICA,Energy,T1,12000,24200254.53,0,Low
3346389699,LA,Retail,T5,30,188408,0,Low
595684190,NAMERICA,Education,T1,729,390000,0,Low
931390175,NAMERICA,"Business, Engineering & Consumer Services",T1,1100,1425900,0,Low
1702671975,EMEA,Manufacturing,T2,1430,1000000,0,Low
1724014926,LA,Education,T1,8485,2553800,0,Low
2763042245,APJ,Government,T1,7,205500,0,Low
3402320321,NAMERICA,Retail,T2,60,29573.992,0,Low
595681206,NAMERICA,Education,T1,1600,3576989.744,0,Low
2224806888,NAMERICA,"Business, Engineering & Consumer Services",T5,78,77445.003,0,Low
2123031791,APJ,"Business, Engineering & Consumer Services",T1,600,100000,0,Low
2005515753,NAMERICA,"Banking, Financial Services & Insurance",T1,285,2101700,0,Low
1702740612,EMEA,Agriculture,T1,8500,3337428,1,Low
2761241297,NAMERICA,Healthcare & Life Sciences,T3,25,868409,0,Low
3373903218,EMEA,Retail,T3,1,267962,1,Low
595715042,NAMERICA,Government,T4,396,274425,0,Low
632954937,NAMERICA,Government,T2,100,53260,1,Low
3556019050,NAMERICA,Retail,T3,5,204181,0,Low
2754247873,Greater China,Web & Tech,T1,200,1631720,0,Low
2122763212,APJ,Education,T1,200,680244,0,Low
2224744980,NAMERICA,"Banking, Financial Services & Insurance",T3,75,470700,0,Low
1703183575,EMEA,Manufacturing,T1,56690,3977600,0,Low
2797021776,CSB,Manufacturing,T5,8963,23289,0,Low
3387918851,NAMERICA,Web & Tech,T1,148,15137488.12,1,Low
3532913092,NAMERICA,Web & Tech,T4,15,112941.467,0,Low
725398299,NAMERICA,Healthcare & Life Sciences,T1,1901,9597173.471,1,Low
595727939,NAMERICA,Education,T1,7149,12858067.36,1,Low
1705055320,EMEA,"Business, Engineering & Consumer Services",T3,251,98201,0,Low
1508227391,NAMERICA,Government,T1,308,1422610.972,1,Low
3329830428,EMEA,Web & Tech,T5,244,123878,0,Low
2037200617,Greater China,"Business, Engineering & Consumer Services",T1,300,1360000,1,Low
3559832593,CSB,Agriculture,T5,1104,37101,0,Low
3579054215,Greater China,Web & Tech,T3,8587,3289746,0,Low
2003435692,NAMERICA,"Banking, Financial Services & Insurance",T1,400,6752773,1,Low
3439293235,EMEA,Agriculture,T2,3,405000,1,Low
1873015099,LA,Government,T1,50,19521000,1,Low
1939141257,APJ,Retail,T1,20152,3101520.257,1,Low
3372075921,EMEA,Web & Tech,T1,125,187669,1,Low
3570858519,APJ,Manufacturing,T1,1,1300000,0,Low
2122982325,APJ,"Banking, Financial Services & Insurance",T3,1185,170713.32,1,Low
3413821111,Greater China,"Banking, Financial Services & Insurance",T1,231556,40766,0,Low
1703122370,EMEA,"Business, Engineering & Consumer Services",T1,99744,50000000,0,Low
595730088,NAMERICA,Education,T1,2210,12947917.27,0,Low
597546702,NAMERICA,"Business, Engineering & Consumer Services",T1,7500,53584900,1,Low
595718941,NAMERICA,Government,T1,727,9406787.019,0,Low
1939133225,APJ,Manufacturing,T1,400,136014,1,Low
1939142386,APJ,Transportation,T1,55555,4940331,1,Low
1724008269,LA,Manufacturing,T3,1300,482500,1,Low
2030869306,EMEA,Manufacturing,T3,381,115386,0,Low
2435055327,NAMERICA,"Telecom, Media & Entertainment",T5,1,130089,1,Low
1704620050,EMEA,Education,T2,300,2930694,0,Low
595731982,NAMERICA,Government,T5,176,168434.447,1,Low
1724003364,LA,Manufacturing,T3,1800,550000,0,Low
1724016228,LA,Education,T1,800,5000000,0,Low
2150601302,APJ,"Business, Engineering & Consumer Services",T5,143,3324429,0,Low
2037207958,Greater China,"Banking, Financial Services & Insurance",T2,2000,1335852.806,0,Low
2372661228,EMEA,Retail,T2,547,44422,0,Low
1724019669,LA,"Telecom, Media & Entertainment",T1,400,15128777.85,0,Low
597544861,NAMERICA,Retail,T1,36000,17366900,1,Low
2434931989,CSB,"Telecom, Media & Entertainment",T5,22,23036,1,Low
1704925836,EMEA,Healthcare & Life Sciences,T3,7900,152009,1,Low
3585027286,LA,Agriculture,T5,200,199171,0,Low
595731867,NAMERICA,Government,T1,1,380400,0,Low
597545598,NAMERICA,Retail,T1,1200,707600,0,Low
3389312466,EMEA,Energy,T2,210,104117,0,Low
2224746382,NAMERICA,Manufacturing,T4,2081,279183.187,1,Low
3529974757,Greater China,Retail,T3,1500,76108,1,Low
1704070897,EMEA,Agriculture,T2,6009,153417,1,Low
1702674484,EMEA,Education,T2,1500,936864,1,Low
2903817955,APJ,Web & Tech,T5,69,21552.665,0,Low
1703194643,EMEA,Manufacturing,T3,7792,791259.766,0,Low
3504424864,APJ,Agriculture,T5,45,16005.288,0,Low
3425962299,NAMERICA,Agriculture,T2,450,22198.802,1,Low
3477424624,APJ,Manufacturing,T1,8812,2172000,1,Low
2224812586,NAMERICA,"Business, Engineering & Consumer Services",T5,80,200502,0,Low
2005506119,NAMERICA,"Business, Engineering & Consumer Services",T1,165,479934.87,1,Low
595732304,NAMERICA,Government,T5,140,14810.098,1,Low
2734301888,CSB,Education,T5,13,16554,1,Low
3406574811,Greater China,Retail,T1,300,62980,1,Low
3443587313,EMEA,Retail,T3,2803,735000,0,Low
2382022826,EMEA,"Telecom, Media & Entertainment",T1,400,167529,1,Low
3453925575,EMEA,Manufacturing,T1,30,839259.153,0,Low
3543333771,CSB,Transportation,T5,2,103186,1,Low
595709573,NAMERICA,Government,T2,200,607917.721,0,Low
595669584,NAMERICA,Education,T5,105,63399.999,1,Low
3538744172,CSB,"Telecom, Media & Entertainment",T5,10,145800,1,Low
3514089110,CSB,Retail,T5,19,3071978,1,Low
597546310,NAMERICA,Energy,T1,32020,45852078,1,Low
3475742641,CSB,Web & Tech,T5,20,23121,0,Low
2739612803,CSB,Healthcare & Life Sciences,T5,15,28305,0,Low
1705659236,EMEA,Education,T5,237,962210,0,Low
1702688004,EMEA,Agriculture,T2,4803,2362190,1,Low
3384117386,EMEA,"Business, Engineering & Consumer Services",T1,50,194700,1,Low
2224690372,NAMERICA,"Banking, Financial Services & Insurance",T1,39,179133,1,Low
1702786569,EMEA,Government,T3,15,59878.244,0,Low
3529772369,Greater China,Web & Tech,T3,200,204000,0,Low
1702731823,EMEA,"Banking, Financial Services & Insurance",T3,247,165000,0,Low
3407834339,EMEA,"Business, Engineering & Consumer Services",T3,108,125000,0,Low
2003433275,NAMERICA,"Telecom, Media & Entertainment",T3,200,437090.706,1,Low
2868674267,EMEA,"Business, Engineering & Consumer Services",T1,500,300000,1,Low
2443015191,LA,Agriculture,T5,200,55410.268,0,Low
3399245516,EMEA,Education,T2,100,252314.336,0,Low
3562276300,EMEA,Manufacturing,T5,145,30590.759,1,Low
3368204117,CSB,Construction & Real Estate,T5,28,33156,0,Low
3333787526,CSB,Manufacturing,T5,11,5653235,1,Low
3376192169,CSB,"Business, Engineering & Consumer Services",T5,1,22227.077,1,Low
2622437452,EMEA,Education,T1,3744,666100,1,Low
2340305204,APJ,Manufacturing,T3,260,84303.39,1,Low
1704309625,EMEA,Manufacturing,T1,29708,2092120,1,Low
597544944,NAMERICA,Retail,T2,1348,2250000,0,Low
2734016875,NAMERICA,Manufacturing,T5,45,39783.039,1,Low
2547223631,Greater China,Healthcare & Life Sciences,T1,500,165480,1,Low
3409763422,NAMERICA,Construction & Real Estate,T2,1,1112493,0,Low
1939185081,APJ,Energy,T2,30635,72383360,1,Low
3442865733,EMEA,Government,T2,3754,96505,1,Low
3553162599,CSB,"Business, Engineering & Consumer Services",T5,23,35886,1,Low
1703725726,EMEA,Web & Tech,T1,364,139892,1,Low
3521516842,CSB,"Banking, Financial Services & Insurance",T5,4,148271,1,Low
2224801061,NAMERICA,"Business, Engineering & Consumer Services",T4,20,115893.061,0,Low
3411739543,CSB,"Business, Engineering & Consumer Services",T5,7,49709,0,Low
1703234766,EMEA,Government,T1,4500,1807595.171,0,Low
3440750899,Greater China,Agriculture,T3,8365,6718510,0,Low
2434058605,CSB,"Business, Engineering & Consumer Services",T5,2,8278799,0,Low
2766577925,EMEA,Manufacturing,T5,3,20700,0,Low
931396785,NAMERICA,Government,T1,1200,312250.132,0,Low
3075497694,CSB,"Business, Engineering & Consumer Services",T5,177,2567205,1,Low
1938228685,APJ,Web & Tech,T1,208,776469.541,0,Low
3078119853,NAMERICA,"Business, Engineering & Consumer Services",T4,174,133725,0,Low
2382020226,EMEA,"Business, Engineering & Consumer Services",T1,500,8900100,0,Low
597545163,NAMERICA,Retail,T2,29994,13562600,0,Low
3552979063,CSB,Education,T5,10,136431,0,Low
2224798699,NAMERICA,"Business, Engineering & Consumer Services",T4,27,262777.64,1,Low
595722676,NAMERICA,Education,T4,275,269999,0,Low
2122758458,APJ,"Banking, Financial Services & Insurance",T2,96,316120,1,Low
595681591,NAMERICA,Education,T1,1800,600528,1,Low
2434934613,NAMERICA,Construction & Real Estate,T5,350,50899.001,1,Low
3483939262,APJ,Agriculture,T5,59,4417642,0,Low
3443655112,CSB,Manufacturing,T5,1,102510,0,Low
3585522729,EMEA,Construction & Real Estate,T5,38,8496625,0,Low
3358891560,APJ,"Business, Engineering & Consumer Services",T5,463,413707.672,0,Low
1737535999,NAMERICA,Healthcare & Life Sciences,T1,49,542137.696,0,Low
2107127925,EMEA,"Business, Engineering & Consumer Services",T3,7086,14918.757,0,Low
2005506534,NAMERICA,"Banking, Financial Services & Insurance",T3,44,313454.001,0,Low
595686474,NAMERICA,Government,T1,1000,1210000,1,Low
2122647605,APJ,"Telecom, Media & Entertainment",T2,94,2122000,1,Low
3554175633,CSB,Energy,T5,60,140393,0,Low
2075630054,EMEA,"Banking, Financial Services & Insurance",T3,214,188465.268,0,Low
1702964127,EMEA,Manufacturing,T1,20,1320985.846,0,Low
3584005216,NAMERICA,"Business, Engineering & Consumer Services",T5,5,101277,0,Low
3557134134,CSB,Construction & Real Estate,T3,24,43101.195,1,Low
2983036293,EMEA,Web & Tech,T3,80,84421,0,Low
1704374095,EMEA,Retail,T3,186,85571,1,Low
3562323822,EMEA,Transportation,T5,42,981586,1,Low
1902235769,CSB,Web & Tech,T5,9,10404,1,Low
2037168202,Greater China,Education,T5,800,194192,0,Low
1992726607,EMEA,Government,T1,1453,60448,0,Low
3510937771,CSB,"Business, Engineering & Consumer Services",T5,3,10075,0,Low
595690529,NAMERICA,Government,T1,3531,834429,0,Low
1704775381,EMEA,"Business, Engineering & Consumer Services",T1,1000,34218,0,Low
597544921,NAMERICA,"Banking, Financial Services & Insurance",T1,22166,19830800,0,Low
1724050218,LA,Agriculture,T3,600,99547.462,1,Low
3339633919,CSB,Web & Tech,T5,25,17061.976,1,Low
3585338888,APJ,Healthcare & Life Sciences,T5,15,18355,0,Low
3527500422,CSB,Web & Tech,T5,2,4006739,0,Low
595719052,NAMERICA,Government,T4,45,190149,1,Low
2224811721,NAMERICA,"Business, Engineering & Consumer Services",T2,789,301519.113,1,Low
2434632369,NAMERICA,Retail,T2,280,308295.48,1,Low
2123000967,APJ,Web & Tech,T1,200,233057.556,0,Low
2037188827,Greater China,Education,T2,551,660388.555,0,Low
1935117918,EMEA,Transportation,T5,80,2806196,0,Low
595728414,NAMERICA,Education,T1,500,1640000,1,Low
3472695949,CSB,"Business, Engineering & Consumer Services",T5,3,179451,1,Low
1703129119,EMEA,Healthcare & Life Sciences,T1,1,2105500,0,Low
3535265145,EMEA,"Telecom, Media & Entertainment",T1,6660,3507826,0,Low
1724020527,LA,Transportation,T1,1444,3900000,1,Low
1702730653,EMEA,Construction & Real Estate,T3,250,495000,0,Low
727392913,NAMERICA,Government,T1,2100,5802700,1,Low
2003436256,NAMERICA,"Business, Engineering & Consumer Services",T5,186,102129.171,0,Low
2037185413,Greater China,Manufacturing,T1,1000,185434,1,Low
2483516465,APJ,Healthcare & Life Sciences,T1,230,2326538,1,Low
3535448509,EMEA,"Banking, Financial Services & Insurance",T3,7756,21806,0,Low
1724014256,LA,Retail,T3,250,210000,1,Low
3463786227,EMEA,Manufacturing,T3,5257,283632.171,0,Low
3423634419,EMEA,"Banking, Financial Services & Insurance",T3,33540,166300,1,Low
1703313447,EMEA,Manufacturing,T1,800,1156743.499,1,Low
595691286,NAMERICA,Healthcare & Life Sciences,T3,1900,867068.723,0,Low
727386295,NAMERICA,"Banking, Financial Services & Insurance",T3,867,889765.28,1,Low
2122995378,APJ,"Business, Engineering & Consumer Services",T1,7,1610900,0,Low
3586386351,CSB,Retail,T5,7,71705,1,Low
3581928017,Greater China,Retail,T5,100,1110000,0,Low
2601525576,APJ,Government,T2,2683,2973616.26,0,Low
2036919536,Greater China,Manufacturing,T1,149,156600,1,Low
595710907,NAMERICA,Government,T1,400,120670,0,Low
1503552491,NAMERICA,"Banking, Financial Services & Insurance",T1,5993,31847105.37,1,Low
597544816,NAMERICA,"Banking, Financial Services & Insurance",T1,200,346479306.1,1,Low
2715393752,NAMERICA,Construction & Real Estate,T3,47,6061820,0,Low
595684157,NAMERICA,Government,T1,600,947000,0,Low
595727502,NAMERICA,Education,T1,2496,1500000,0,Low
1702835133,EMEA,"Banking, Financial Services & Insurance",T3,11,305000,0,Low
725392144,NAMERICA,Healthcare & Life Sciences,T5,202,14859,1,Low
3329583449,EMEA,Transportation,T3,80,133663,0,Low
2611204530,APJ,"Banking, Financial Services & Insurance",T1,134,146000,1,Low
3413818998,Greater China,"Banking, Financial Services & Insurance",T1,500,136537,1,Low
1702827263,EMEA,Energy,T2,24535,10000300,1,Low
3037948511,NAMERICA,Retail,T5,500,218573.074,0,Low
2122605387,APJ,Education,T3,17528,430000,0,Low
2753542837,Greater China,"Banking, Financial Services & Insurance",T1,200,274887,1,Low
595731373,NAMERICA,Education,T3,639,629800.001,0,Low
3371543418,CSB,Agriculture,T5,34,18999,1,Low
2700904177,EMEA,Education,T5,735451,58236,1,Low
3084179777,APJ,Education,T1,7,675100,0,Low
595674302,NAMERICA,Education,T1,50,179000,0,Low
595727973,NAMERICA,Education,T1,8421,10800000,0,Low
1704224718,EMEA,Education,T3,200,47073,0,Low
2122682196,APJ,"Business, Engineering & Consumer Services",T1,1289,1448838,1,Low
3359593104,NAMERICA,Healthcare & Life Sciences,T5,30,13690.559,1,Low
2682972525,APJ,Manufacturing,T1,7039,92223,1,Low
2434060708,NAMERICA,Energy,T5,70,105028,0,Low
3543612456,CSB,"Business, Engineering & Consumer Services",T5,50,39669,1,Low
2434529339,NAMERICA,Retail,T5,55,53149.174,1,Low
3210870830,EMEA,"Business, Engineering & Consumer Services",T3,30,114000,1,Low
3427204059,EMEA,Retail,T5,8457,17622,0,Low
1039540944,NAMERICA,Retail,T3,1200,450000,0,Low
2928318436,CSB,Retail,T5,27,15258.226,1,Low
3370540231,CSB,"Business, Engineering & Consumer Services",T5,26,84384,1,Low
1766497216,EMEA,"Business, Engineering & Consumer Services",T5,3,50409.822,1,Low
3385739270,Greater China,Manufacturing,T1,100,193506,1,Low
1702731305,EMEA,Government,T1,1646,110074,0,Low
2345218285,EMEA,Retail,T3,4197,200000,1,Low
3482395332,APJ,Agriculture,T3,100,54581.77,0,Low
1702744206,EMEA,Agriculture,T1,200,304400,0,Low
3485085763,APJ,Agriculture,T5,20,5982872,0,Low
3324322357,LA,"Telecom, Media & Entertainment",T2,60,335000,0,Low
2443019370,LA,Web & Tech,T3,80,71868.96,1,Low
595733333,NAMERICA,Education,T1,25979,6445100,0,Low
727395345,NAMERICA,Manufacturing,T1,3448,6170597.535,1,Low
1724023069,LA,Retail,T3,2000,195200,1,Low
2456629483,NAMERICA,Retail,T3,500,419445,0,Low
2224803908,NAMERICA,"Banking, Financial Services & Insurance",T3,18,733947,0,Low
3410492354,APJ,"Business, Engineering & Consumer Services",T3,122,1000000,1,Low
2224802432,NAMERICA,"Business, Engineering & Consumer Services",T1,83,919212.019,0,Low
2434634134,NAMERICA,Healthcare & Life Sciences,T5,400,70886.869,1,Low
2700666460,APJ,Web & Tech,T2,1000,1571825,1,Low
2434516011,CSB,Web & Tech,T5,8,30029,1,Low
1702782251,EMEA,Agriculture,T1,600,8688800,0,Low
595724046,NAMERICA,Government,T1,47899,265837.076,1,Low
3584932269,APJ,Agriculture,T5,3329,158516,0,Low
3261187814,LA,"Business, Engineering & Consumer Services",T3,122,128238.823,1,Low
3524106609,CSB,"Banking, Financial Services & Insurance",T5,1,17421.463,0,Low
2445441116,NAMERICA,"Business, Engineering & Consumer Services",T4,1,113437.443,0,Low
2618192640,LA,Manufacturing,T5,108,31897.844,0,Low
2123029191,APJ,Manufacturing,T2,850,1113800,0,Low
595731836,NAMERICA,Education,T3,2,203684,1,Low
3355407887,APJ,"Telecom, Media & Entertainment",T1,100,150536,1,Low
1703149550,EMEA,"Banking, Financial Services & Insurance",T3,25,346740.573,1,Low
3516796175,EMEA,Manufacturing,T5,137,22629.538,1,Low
3539449747,CSB,Agriculture,T5,32,152853,0,Low
2122628312,APJ,"Banking, Financial Services & Insurance",T2,350,2550000,0,Low
2734185731,CSB,"Business, Engineering & Consumer Services",T5,54,159494,0,Low
3400491853,LA,"Banking, Financial Services & Insurance",T5,35,7500000,0,Low
1703148577,CSB,"Business, Engineering & Consumer Services",T5,25,20160,0,Low
1939255482,APJ,Education,T1,3741,2375553,0,Low
3582833616,CSB,Construction & Real Estate,T5,34,153879,0,Low
595719685,NAMERICA,Government,T5,95,23600.999,0,Low
1724018165,LA,"Telecom, Media & Entertainment",T2,4668,5200100,0,Low
3510960748,EMEA,Manufacturing,T5,7423,2874654,1,Low
3525772203,EMEA,Education,T5,118938,6814999,0,Low
3583836807,APJ,Web & Tech,T5,7,187551,1,Low
3399003191,EMEA,"Business, Engineering & Consumer Services",T1,13,7300000,1,Low
1703005634,EMEA,Healthcare & Life Sciences,T2,9458,69992,0,Low
1703014581,EMEA,Education,T1,1000,1672119.967,1,Low
3506743240,CSB,Agriculture,T5,10,66616,1,Low
1938225042,APJ,Manufacturing,T1,2536,988202,1,Low
2434649396,NAMERICA,Web & Tech,T5,24,70350.999,0,Low
3328293671,LA,Retail,T5,4405,181444,0,Low
1503552788,NAMERICA,Manufacturing,T1,800,1287529.227,1,Low
2755365779,NAMERICA,Web & Tech,T5,11,61705,0,Low
3537550526,Greater China,Web & Tech,T3,600,59829.541,0,Low
2005509107,NAMERICA,"Telecom, Media & Entertainment",T2,120,403400,0,Low
3418057106,NAMERICA,Agriculture,T2,8735,40258.176,0,Low
1706168244,EMEA,Web & Tech,T5,45,1150000,1,Low
595716133,NAMERICA,Government,T5,70,59397.362,1,Low
2122691557,APJ,Government,T1,20577,8230913,0,Low
1940274266,CSB,Retail,T5,75,17710,0,Low
