acct_id,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,category
17282,Greater China,Manufacturing,T1,950,599981,0,Low
17283,APJ,Retail,T1,26,76184.27,0,Low
17284,APJ,Manufacturing,T1,26570,1625873.484,1,Low
17285,LA,Agriculture,T3,750,66010.959,0,Low
17286,EMEA,Agriculture,T5,79,6246115,1,Low
17287,CSB,Web & Tech,T5,1,10404.499,1,Low
17288,NAMERICA,Education,T1,58,743954.186,0,Low
17289,NAMERICA,Government,T1,99,476967.36,0,Low
17290,NAMERICA,Agriculture,T5,54,51827.008,1,Low
17291,EMEA,"Business, Engineering & Consumer Services",T1,1,65504,0,Low
17292,EMEA,"Business, Engineering & Consumer Services",T3,84,74200,1,Low
17293,EMEA,"Business, Engineering & Consumer Services",T1,4712,742734,0,Low
17294,NAMERICA,"Business, Engineering & Consumer Services",T1,88,128414,1,Low
17295,APJ,"Business, Engineering & Consumer Services",T1,1200,1500000,1,Low
17296,NAMERICA,"Business, Engineering & Consumer Services",T5,180,175994,1,Low
17297,APJ,Web & Tech,T2,442,130969.439,0,Low
17298,NAMERICA,Government,T5,115,69293,0,Low
17299,Greater China,Healthcare & Life Sciences,T3,4306,4410392,0,Low
17300,EMEA,"Business, Engineering & Consumer Services",T1,300,990000,0,Low
17301,APJ,Healthcare & Life Sciences,T1,300,955573,1,Low
17302,CSB,Web & Tech,T5,55,63583,0,Low
17303,APJ,Agriculture,T2,19,1071889,0,Low
17304,APJ,Energy,T3,484,91403,0,Low
17305,CSB,Agriculture,T5,15,4300605,1,Low
17306,APJ,Agriculture,T3,500,999999,0,Low
17307,NAMERICA,"Business, Engineering & Consumer Services",T4,492,188511.767,0,Low
17308,NAMERICA,Government,T1,57990,1741900,0,Low
17309,NAMERICA,Government,T1,37699,2362800,0,Low
17310,EMEA,Education,T1,325,418149.071,1,Low
17311,NAMERICA,"Business, Engineering & Consumer Services",T2,1,17433.346,1,Low
17312,NAMERICA,Agriculture,T5,323,25746.653,1,Low
17313,NAMERICA,Government,T5,90,72154.822,1,Low
17314,APJ,Manufacturing,T1,590,225796.167,1,Low
17315,Greater China,Agriculture,T5,80,20050,1,Low
17316,NAMERICA,Retail,T4,3000,261195,0,Low
17317,CSB,Web & Tech,T5,41,7716112,0,Low
17318,EMEA,"Business, Engineering & Consumer Services",T3,750,338488.67,1,Low
17319,CSB,Manufacturing,T5,400,14579.971,0,Low
17320,NAMERICA,Government,T5,162,42375,1,Low
17321,EMEA,"Business, Engineering & Consumer Services",T3,3375,163882,0,Low
17322,EMEA,"Banking, Financial Services & Insurance",T1,68,559348.986,1,Low
17323,NAMERICA,Government,T5,300,152400,1,Low
17324,Greater China,Healthcare & Life Sciences,T1,600,575008,0,Low
17325,Greater China,Manufacturing,T1,200,27076,0,Low
17326,NAMERICA,Government,T5,9235,63234.977,1,Low
17327,NAMERICA,Government,T5,80,2491637,0,Low
17328,NAMERICA,Energy,T1,5607,3500170,0,Low
17329,CSB,"Business, Engineering & Consumer Services",T5,1,144125,1,Low
17330,APJ,Manufacturing,T1,2500,435500,1,Low
17331,EMEA,Agriculture,T3,8191,162560.891,0,Low
17332,NAMERICA,Manufacturing,T5,200,106088.328,0,Low
17333,NAMERICA,Government,T1,1,150500,0,Low
17334,EMEA,Construction & Real Estate,T5,1,10750.881,0,Low
17335,EMEA,Agriculture,T1,1000,3060313.733,1,Low
17336,EMEA,Agriculture,T3,6353,235131.737,0,Low
17337,LA,"Banking, Financial Services & Insurance",T1,200,8598000,0,Low
17338,CSB,Construction & Real Estate,T5,1,3614834,1,Low
17339,NAMERICA,Retail,T4,1,164140.341,1,Low
17340,NAMERICA,"Business, Engineering & Consumer Services",T1,50,1084900.91,1,Low
17341,APJ,Web & Tech,T1,143,462045,1,Low
17342,APJ,Manufacturing,T1,7410,1925685,0,Low
17343,EMEA,Web & Tech,T3,279,218725.95,1,Low
17344,EMEA,"Telecom, Media & Entertainment",T1,351000,5034141,0,Low
17345,APJ,Web & Tech,T5,10,262900,1,Low
17346,CSB,Retail,T5,2,199214,1,Low
17347,EMEA,"Business, Engineering & Consumer Services",T5,300,238092.9,1,Low
17348,EMEA,Manufacturing,T2,22,210700,0,Low
17349,NAMERICA,"Business, Engineering & Consumer Services",T1,215,2857949.31,1,Low
17350,EMEA,Web & Tech,T4,1,91850.084,1,Low
17351,NAMERICA,Energy,T1,2900,5800000,0,Low
17352,NAMERICA,Manufacturing,T1,5,873500,0,Low
17353,CSB,"Telecom, Media & Entertainment",T5,1,63814.512,0,Low
17354,EMEA,Manufacturing,T1,1160,654668.002,0,Low
17355,EMEA,Retail,T2,4010,197068,1,Low
17356,APJ,Education,T3,7,8776076,1,Low
17357,APJ,Agriculture,T1,16713,818000,1,Low
17358,Greater China,"Business, Engineering & Consumer Services",T1,200,23168,1,Low
17359,EMEA,Agriculture,T1,1583,3100000,0,Low
17360,NAMERICA,"Business, Engineering & Consumer Services",T5,35,125801,1,Low
17361,APJ,Government,T2,1,49558,0,Low
17362,EMEA,"Telecom, Media & Entertainment",T1,271,150730,1,Low
17363,NAMERICA,Education,T4,550,178304,0,Low
17364,EMEA,Education,T1,2265,153296,1,Low
17365,NAMERICA,Web & Tech,T5,150,21299,1,Low
17366,EMEA,Manufacturing,T3,106,100821,1,Low
17367,NAMERICA,"Business, Engineering & Consumer Services",T5,28,20952.978,1,Low
17368,EMEA,Education,T1,8828,3550000,0,Low
17369,EMEA,Agriculture,T1,1000,4936241.462,1,Low
17370,EMEA,"Telecom, Media & Entertainment",T1,716,1482265.011,1,Low
17371,EMEA,"Banking, Financial Services & Insurance",T5,3653,159400,1,Low
17372,CSB,Manufacturing,T5,114,104309,1,Low
17373,LA,Agriculture,T5,100,109242,0,Low
17374,NAMERICA,Government,T4,65,245301,0,Low
17375,NAMERICA,"Business, Engineering & Consumer Services",T5,80,61482.999,1,Low
17376,APJ,Education,T1,11671,13125960.43,0,Low
17377,EMEA,Manufacturing,T3,467,72024.306,1,Low
17378,CSB,"Business, Engineering & Consumer Services",T5,10,4329930,1,Low
17379,CSB,"Business, Engineering & Consumer Services",T5,886,12338,0,Low
17380,EMEA,"Banking, Financial Services & Insurance",T3,500,148880,0,Low
17381,LA,Healthcare & Life Sciences,T3,103,115046.85,1,Low
17382,NAMERICA,Retail,T5,28,23323,1,Low
17383,NAMERICA,"Business, Engineering & Consumer Services",T1,17989,43080420.39,0,Low
17384,CSB,Agriculture,T5,10,120474,1,Low
17385,EMEA,Government,T5,3,2261621,1,Low
17386,CSB,"Business, Engineering & Consumer Services",T4,20,2936760,1,Low
17387,EMEA,Manufacturing,T3,187,467336.62,1,Low
17388,Greater China,Web & Tech,T5,7939,91966,1,Low
17389,NAMERICA,Education,T1,3927,495500,0,Low
17390,APJ,Web & Tech,T1,90,145569,0,Low
17391,NAMERICA,Energy,T5,125,40130,0,Low
17392,APJ,"Banking, Financial Services & Insurance",T3,4,40620.397,0,Low
17393,Greater China,Agriculture,T5,200,32690,0,Low
17394,EMEA,"Business, Engineering & Consumer Services",T3,55,79544,1,Low
17395,EMEA,Manufacturing,T3,1554,14340,0,Low
17396,NAMERICA,Education,T1,924,2014722.35,1,Low
17397,EMEA,Web & Tech,T3,110,131487.74,1,Low
17398,EMEA,Manufacturing,T1,4631,144320,0,Low
17399,EMEA,Agriculture,T1,1100,14762.213,0,Low
17400,Greater China,Agriculture,T5,30,6707774,1,Low
17401,CSB,Agriculture,T5,1,87360,1,Low
17402,EMEA,"Telecom, Media & Entertainment",T2,12,6000000,1,Low
17403,NAMERICA,Healthcare & Life Sciences,T1,250,445000,1,Low
17404,NAMERICA,Healthcare & Life Sciences,T3,19,424304.943,0,Low
17405,EMEA,Agriculture,T1,674,45457.786,1,Low
17406,EMEA,Energy,T1,10000,11217521.87,0,Low
17407,NAMERICA,"Business, Engineering & Consumer Services",T5,15,34999.999,0,Low
17408,NAMERICA,Retail,T5,95,73544.462,0,Low
17409,NAMERICA,Education,T2,8446,240000.01,1,Low
17410,EMEA,Healthcare & Life Sciences,T1,6,1000000,1,Low
17411,EMEA,Web & Tech,T3,20,159608,0,Low
17412,NAMERICA,Government,T1,67772,500000,0,Low
17413,CSB,Agriculture,T5,10,111517,1,Low
17414,EMEA,Agriculture,T3,6,324547,0,Low
17415,NAMERICA,Education,T1,500,520894,0,Low
17416,EMEA,Agriculture,T5,4,18373,1,Low
17417,NAMERICA,Agriculture,T5,19,123317,0,Low
17418,Greater China,Manufacturing,T1,200,303081,1,Low
17419,CSB,Agriculture,T5,30,41521,0,Low
17420,EMEA,"Business, Engineering & Consumer Services",T1,17,1800000,1,Low
17421,EMEA,Education,T3,4700,124219.33,0,Low
17422,EMEA,Government,T1,120,110431,1,Low
17423,CSB,Web & Tech,T5,12,2817425,1,Low
17424,NAMERICA,Healthcare & Life Sciences,T1,8692,2122280,0,Low
17425,NAMERICA,Education,T1,15996,4310549.624,1,Low
17426,LA,Manufacturing,T5,50,5474794,0,Low
17427,NAMERICA,"Business, Engineering & Consumer Services",T5,138,82028.634,0,Low
17428,LA,"Telecom, Media & Entertainment",T1,100922,1180000,0,Low
17429,LA,Retail,T3,300,42300,0,Low
17430,EMEA,Agriculture,T1,122,169203,1,Low
17431,NAMERICA,Education,T2,1000,831000,0,Low
17432,APJ,"Business, Engineering & Consumer Services",T2,50,1000200,0,Low
17433,NAMERICA,Healthcare & Life Sciences,T1,60,362099.53,0,Low
17434,EMEA,Web & Tech,T4,7917,117231,1,Low
17435,CSB,Web & Tech,T5,7,101505,1,Low
17436,Greater China,Web & Tech,T5,103,7777639,0,Low
17437,CSB,"Business, Engineering & Consumer Services",T5,8,31779,0,Low
17438,NAMERICA,Retail,T3,86700,377352.622,0,Low
17439,CSB,Retail,T5,35,16089,0,Low
17440,APJ,Healthcare & Life Sciences,T1,8020,1700000,0,Low
17441,EMEA,"Telecom, Media & Entertainment",T1,162,62033,1,Low
17442,EMEA,Retail,T1,1418,147472,0,Low
17443,NAMERICA,"Business, Engineering & Consumer Services",T5,40,30741.462,0,Low
17444,NAMERICA,Education,T1,154900,6500000,1,Low
17445,EMEA,"Business, Engineering & Consumer Services",T3,10,132560.338,1,Low
17446,NAMERICA,Government,T1,230,2667782.743,0,Low
17447,EMEA,Manufacturing,T1,8376,182040,0,Low
17448,NAMERICA,Manufacturing,T2,50300,53666100,0,Low
17449,EMEA,Government,T1,9939,520000,1,Low
17450,APJ,Retail,T3,10,80000,1,Low
17451,EMEA,"Banking, Financial Services & Insurance",T1,50,1645000,1,Low
17452,APJ,"Business, Engineering & Consumer Services",T5,48,71425,1,Low
17453,NAMERICA,Government,T1,1000,7746900,0,Low
17454,Greater China,"Business, Engineering & Consumer Services",T1,521,535700,1,Low
17455,Greater China,Manufacturing,T2,800,184125.79,1,Low
17456,EMEA,Government,T1,6700,3300000,1,Low
17457,APJ,"Telecom, Media & Entertainment",T1,105,525055.79,0,Low
17458,CSB,"Banking, Financial Services & Insurance",T5,39,30475.891,1,Low
17459,APJ,Government,T2,8619,340508,0,Low
17460,Greater China,Manufacturing,T1,21,435000,0,Low
17461,Greater China,Manufacturing,T1,100,60398,1,Low
17462,NAMERICA,"Business, Engineering & Consumer Services",T2,11,5382977,1,Low
17463,EMEA,Education,T3,110,188286,0,Low
17464,NAMERICA,Manufacturing,T1,2555,1552500,0,Low
17465,Greater China,Manufacturing,T1,300,39557,1,Low
17466,NAMERICA,Healthcare & Life Sciences,T3,100,140098.583,1,Low
17467,EMEA,Construction & Real Estate,T1,234,275000,0,Low
17468,EMEA,Manufacturing,T3,17,28533.715,0,Low
17469,EMEA,Manufacturing,T1,1003,1240000,0,Low
17470,EMEA,Web & Tech,T3,2181,450000,1,Low
17471,APJ,Agriculture,T5,40,1399999,1,Low
17472,EMEA,Web & Tech,T3,225,171669.14,1,Low
17473,EMEA,Agriculture,T5,8502,156321,0,Low
17474,NAMERICA,Government,T1,7225,15393475.41,0,Low
17475,EMEA,Education,T1,9366,2481800,1,Low
17476,APJ,"Banking, Financial Services & Insurance",T2,84025,71246912.35,1,Low
17477,EMEA,"Business, Engineering & Consumer Services",T1,1,6441026.907,1,Low
17478,APJ,Transportation,T3,11,19813.285,1,Low
17479,NAMERICA,Healthcare & Life Sciences,T1,3161,7821853.786,0,Low
17480,LA,Manufacturing,T1,8000,1505159.165,1,Low
17481,EMEA,"Banking, Financial Services & Insurance",T1,439,5109600,0,Low
17482,NAMERICA,"Business, Engineering & Consumer Services",T3,15,7553614,0,Low
17483,NAMERICA,Web & Tech,T2,4562,7110094,0,Low
17484,NAMERICA,"Business, Engineering & Consumer Services",T2,15,24199784.57,1,Low
17485,EMEA,"Business, Engineering & Consumer Services",T5,100,47341.315,0,Low
17486,APJ,Manufacturing,T1,350,1651389.929,0,Low
17487,APJ,Manufacturing,T1,4276,97254,0,Low
17488,EMEA,Retail,T1,5737,174066,0,Low
17489,APJ,"Telecom, Media & Entertainment",T1,125,471114.887,0,Low
17490,NAMERICA,Government,T1,3,615300,1,Low
17491,EMEA,Education,T1,25,316000,0,Low
17492,EMEA,Web & Tech,T1,445,26725000,1,Low
17493,NAMERICA,Government,T1,2000,4217700,1,Low
17494,NAMERICA,Manufacturing,T2,1540,225300,0,Low
17495,NAMERICA,"Banking, Financial Services & Insurance",T5,115,86949.001,1,Low
17496,APJ,"Banking, Financial Services & Insurance",T2,150,1000022.975,1,Low
17497,EMEA,"Banking, Financial Services & Insurance",T2,2597,2000000,0,Low
17498,EMEA,"Telecom, Media & Entertainment",T1,2483,2605100,1,Low
17499,NAMERICA,"Business, Engineering & Consumer Services",T4,180,200197.64,1,Low
17500,NAMERICA,Manufacturing,T2,10133,8582400,0,Low
17501,EMEA,Government,T1,2357,2853472,1,Low
17502,NAMERICA,Healthcare & Life Sciences,T1,2886,47811300,0,Low
17503,APJ,Web & Tech,T1,2000,8092575,1,Low
17504,APJ,Manufacturing,T1,2963,1080731.687,1,Low
17505,EMEA,"Telecom, Media & Entertainment",T1,349,15750000,0,Low
17506,APJ,Web & Tech,T3,96,52425.402,1,Low
17507,EMEA,"Business, Engineering & Consumer Services",T1,576,199276,1,Low
17508,APJ,"Telecom, Media & Entertainment",T1,100,1335700,1,Low
17509,APJ,Agriculture,T3,100,52236.738,1,Low
17510,LA,Agriculture,T2,70,72631.464,1,Low
17511,APJ,"Telecom, Media & Entertainment",T2,200,880000,0,Low
17512,EMEA,Agriculture,T1,19000,9324825.219,1,Low
17513,APJ,"Banking, Financial Services & Insurance",T3,60,174732.493,1,Low
17514,CSB,"Business, Engineering & Consumer Services",T5,2,4697622,1,Low
17515,EMEA,Retail,T5,100,135703,0,Low
17516,LA,Government,T1,1000,179469,1,Low
17517,NAMERICA,"Banking, Financial Services & Insurance",T2,4400,8415000,1,Low
17518,EMEA,"Telecom, Media & Entertainment",T1,1000,3050682.669,0,Low
17519,Greater China,Manufacturing,T1,270,896837.189,0,Low
17520,APJ,Energy,T5,29,45559,1,Low
17521,NAMERICA,Government,T5,61,27225,1,Low
17522,NAMERICA,Manufacturing,T4,105,165269.315,1,Low
17523,EMEA,Healthcare & Life Sciences,T1,864,97562,1,Low
17524,CSB,"Telecom, Media & Entertainment",T5,10,98484,1,Low
17525,EMEA,Retail,T2,100,119892,0,Low
17526,CSB,"Telecom, Media & Entertainment",T5,2,61326,0,Low
17527,LA,Manufacturing,T3,430,24214.421,1,Low
17528,APJ,Healthcare & Life Sciences,T1,800,4729481,0,Low
17529,EMEA,"Banking, Financial Services & Insurance",T3,375,106100,0,Low
17530,EMEA,Agriculture,T3,314,179405.417,0,Low
17531,EMEA,Manufacturing,T3,3200,280000,1,Low
17532,EMEA,Manufacturing,T2,43880,689800,0,Low
17533,NAMERICA,Agriculture,T3,6851,445977,0,Low
17534,Greater China,Education,T2,941,70420,1,Low
17535,EMEA,Agriculture,T2,1,226363.64,1,Low
17536,NAMERICA,Government,T1,900,287200,1,Low
17537,NAMERICA,Education,T1,64895,9724841.7,1,Low
17538,APJ,Manufacturing,T1,47949,1194253.595,0,Low
17539,NAMERICA,Web & Tech,T1,36,576872.019,1,Low
17540,EMEA,Agriculture,T1,72,45686.878,1,Low
17541,EMEA,Agriculture,T2,976,1100000,0,Low
17542,EMEA,Manufacturing,T5,500,131116.5,1,Low
17543,NAMERICA,Manufacturing,T5,230,112200,0,Low
17544,NAMERICA,Education,T1,3,1777250.925,1,Low
17545,EMEA,Transportation,T5,5025,159869,1,Low
17546,EMEA,"Business, Engineering & Consumer Services",T2,300,180763,0,Low
17547,CSB,"Banking, Financial Services & Insurance",T5,28,112636,0,Low
17548,NAMERICA,Retail,T5,3,38723,1,Low
17549,EMEA,Retail,T5,7,3389585,1,Low
17550,NAMERICA,"Telecom, Media & Entertainment",T3,6,408255,1,Low
17551,NAMERICA,Healthcare & Life Sciences,T1,818,48525,0,Low
17552,Greater China,"Business, Engineering & Consumer Services",T1,3484,8106380,0,Low
17553,Greater China,Healthcare & Life Sciences,T1,1000,447940,0,Low
17554,EMEA,Government,T1,10000,19587700,0,Low
17555,CSB,Agriculture,T5,9090,192980,0,Low
17556,NAMERICA,Government,T5,250,151690,1,Low
17557,EMEA,"Telecom, Media & Entertainment",T2,800,209125.675,0,Low
17558,EMEA,Energy,T1,5105,104585,1,Low
17559,EMEA,Construction & Real Estate,T1,4709,33351,1,Low
17560,EMEA,Retail,T1,148,96749,0,Low
17561,NAMERICA,Retail,T2,33500,858400,0,Low
17562,NAMERICA,Government,T4,295,246200,1,Low
17563,EMEA,Manufacturing,T4,250,34800,1,Low
17564,APJ,Web & Tech,T1,2263,2072428,1,Low
17565,NAMERICA,Energy,T4,54,205021,0,Low
17566,NAMERICA,Manufacturing,T5,48,29800.001,0,Low
17567,NAMERICA,Education,T3,250,464082.012,0,Low
17568,APJ,"Banking, Financial Services & Insurance",T2,240,1132071.996,1,Low
17569,EMEA,"Banking, Financial Services & Insurance",T3,38902,420000,1,Low
17570,NAMERICA,Government,T2,686,425595.16,0,Low
17571,NAMERICA,"Business, Engineering & Consumer Services",T4,2,293282.963,0,Low
17572,CSB,Energy,T5,53,11973.295,1,Low
17573,NAMERICA,Government,T1,40000,469400,0,Low
17574,LA,Transportation,T3,200,17591,0,Low
17575,NAMERICA,Manufacturing,T1,253,68998,0,Low
17576,NAMERICA,"Banking, Financial Services & Insurance",T5,75,97971,1,Low
17577,EMEA,"Telecom, Media & Entertainment",T1,6109,18307,1,Low
17578,NAMERICA,Retail,T5,2,16302.146,0,Low
17579,NAMERICA,"Business, Engineering & Consumer Services",T5,75,54266.335,0,Low
17580,NAMERICA,"Business, Engineering & Consumer Services",T1,800,869839.657,1,Low
17581,Greater China,"Business, Engineering & Consumer Services",T1,500,100561.478,0,Low
17582,NAMERICA,"Business, Engineering & Consumer Services",T5,110,101143.365,0,Low
17583,NAMERICA,Retail,T4,12,186293.595,1,Low
17584,EMEA,Education,T1,30,921040,0,Low
17585,APJ,Retail,T3,70,7003463,1,Low
17586,CSB,Retail,T5,40,24292,1,Low
17587,NAMERICA,Manufacturing,T5,136,120542.141,0,Low
17588,EMEA,Education,T3,1000,290600,1,Low
17589,CSB,"Business, Engineering & Consumer Services",T5,37,187685,1,Low
17590,APJ,"Business, Engineering & Consumer Services",T1,200,5400000,1,Low
17591,EMEA,Manufacturing,T3,2451,1191737.838,1,Low
17592,NAMERICA,Web & Tech,T5,7,64192.469,0,Low
17593,NAMERICA,Retail,T1,400,2198065.271,1,Low
17594,EMEA,"Business, Engineering & Consumer Services",T2,3059,236800.853,0,Low
17595,Greater China,Government,T5,200,4568175,0,Low
17596,EMEA,Manufacturing,T1,16000,21900800,1,Low
17597,NAMERICA,Education,T4,500,96261.592,1,Low
17598,CSB,"Business, Engineering & Consumer Services",T5,10,122778,0,Low
17599,NAMERICA,Healthcare & Life Sciences,T1,3,1000000,0,Low
17600,EMEA,"Telecom, Media & Entertainment",T3,35,15503.581,0,Low
17601,NAMERICA,Government,T5,338,118635,0,Low
17602,NAMERICA,Healthcare & Life Sciences,T1,86308,13520300,0,Low
17603,NAMERICA,Government,T1,12,1012100,1,Low
17604,NAMERICA,Government,T2,12,205994.17,0,Low
17605,NAMERICA,Education,T1,6370,9709444.129,1,Low
17606,EMEA,Education,T3,30,4267098,1,Low
17607,CSB,"Business, Engineering & Consumer Services",T5,3,37080,1,Low
17608,NAMERICA,"Business, Engineering & Consumer Services",T3,71,130349.813,0,Low
17609,APJ,"Telecom, Media & Entertainment",T1,1000,284132,1,Low
17610,EMEA,Education,T1,3902,2600000,0,Low
17611,NAMERICA,Government,T1,600,323600,1,Low
17612,EMEA,Education,T1,3295,3274200,1,Low
17613,Greater China,"Business, Engineering & Consumer Services",T5,1700,19053.025,0,Low
17614,LA,"Banking, Financial Services & Insurance",T1,46,1003700,0,Low
17615,EMEA,Manufacturing,T3,300,64769.115,1,Low
17616,NAMERICA,Government,T5,9,119679,1,Low
17617,Greater China,"Banking, Financial Services & Insurance",T1,2000,346200,0,Low
17618,APJ,Manufacturing,T2,20,1020000,1,Low
17619,EMEA,Manufacturing,T5,49,15439.963,0,Low
17620,CSB,"Business, Engineering & Consumer Services",T5,20,6202175,0,Low
17621,APJ,Retail,T3,1934,35863.77,1,Low
17622,APJ,Agriculture,T5,352,5393157,0,Low
17623,Greater China,Manufacturing,T1,369,80078,1,Low
17624,NAMERICA,Government,T1,59659,317473.542,0,Low
17625,EMEA,Manufacturing,T3,2100,300000,1,Low
17626,EMEA,"Telecom, Media & Entertainment",T5,14,34009.653,1,Low
17627,CSB,Manufacturing,T5,75,20249,1,Low
17628,NAMERICA,Retail,T3,9000,567672,1,Low
17629,EMEA,"Banking, Financial Services & Insurance",T1,4000,400000,1,Low
17630,EMEA,Web & Tech,T1,127,183154,0,Low
17631,Greater China,"Banking, Financial Services & Insurance",T1,200,701993,1,Low
17632,EMEA,Agriculture,T1,6763,4278426,0,Low
17633,APJ,Manufacturing,T1,550,683521,0,Low
17634,Greater China,"Banking, Financial Services & Insurance",T1,101,3082658.712,1,Low
17635,EMEA,"Telecom, Media & Entertainment",T2,62,79324.859,0,Low
17636,Greater China,Manufacturing,T1,100,610494,1,Low
17637,EMEA,"Banking, Financial Services & Insurance",T1,525,397241.651,0,Low
17638,LA,Education,T2,15,308502,0,Low
17639,Greater China,Education,T1,4881,2320900,0,Low
17640,NAMERICA,Healthcare & Life Sciences,T4,4,251275.902,1,Low
17641,CSB,Agriculture,T5,1,50209,1,Low
17642,CSB,Transportation,T5,100,137349,1,Low
17643,NAMERICA,"Telecom, Media & Entertainment",T4,135,186960,1,Low
17644,EMEA,Healthcare & Life Sciences,T5,541,13213,0,Low
17645,EMEA,Manufacturing,T1,9014,18763,1,Low
17646,NAMERICA,Manufacturing,T2,4720,3611299.401,1,Low
17647,NAMERICA,"Business, Engineering & Consumer Services",T1,15,652766.49,0,Low
17648,NAMERICA,"Business, Engineering & Consumer Services",T3,65,267065,0,Low
17649,NAMERICA,"Banking, Financial Services & Insurance",T5,225,75104.547,1,Low
17650,CSB,Retail,T5,50,11580,0,Low
17651,APJ,"Telecom, Media & Entertainment",T5,5506,46158,0,Low
17652,NAMERICA,"Business, Engineering & Consumer Services",T2,841,841274.06,1,Low
17653,NAMERICA,Manufacturing,T1,5000,1680608.091,0,Low
17654,NAMERICA,"Banking, Financial Services & Insurance",T4,78,125945.617,1,Low
17655,LA,Agriculture,T3,7,24506.646,0,Low
17656,EMEA,Agriculture,T5,3790,7567005,0,Low
17657,EMEA,Education,T3,369,694026.406,1,Low
17658,EMEA,Manufacturing,T3,180,203316,0,Low
17659,NAMERICA,"Business, Engineering & Consumer Services",T3,82,288962,1,Low
17660,APJ,Education,T1,8500,36400,1,Low
17661,NAMERICA,Education,T1,340,505536.657,1,Low
17662,NAMERICA,Education,T4,225,267931.25,1,Low
17663,CSB,Agriculture,T5,10,117116,0,Low
17664,NAMERICA,Government,T1,600,518700,1,Low
17665,NAMERICA,"Business, Engineering & Consumer Services",T5,60,121759,1,Low
17666,APJ,Government,T1,9929,11203924.44,0,Low
17667,EMEA,Retail,T3,85,34442.65,0,Low
17668,APJ,"Business, Engineering & Consumer Services",T1,269,944300,1,Low
17669,Greater China,Manufacturing,T1,500,395399.131,1,Low
17670,CSB,Manufacturing,T5,22,29775.905,0,Low
17671,APJ,"Business, Engineering & Consumer Services",T1,47700,5170121,0,Low
17672,EMEA,Retail,T5,2968,15091,0,Low
17673,NAMERICA,Education,T3,375,161436,1,Low
17674,EMEA,Education,T2,5450,980300,0,Low
17675,LA,Transportation,T1,500,471800,0,Low
17676,NAMERICA,"Business, Engineering & Consumer Services",T1,35,2213260.386,0,Low
17677,NAMERICA,Healthcare & Life Sciences,T1,2,100065,0,Low
17678,Greater China,Manufacturing,T1,975,1509200,1,Low
17679,LA,Manufacturing,T1,377,73848,1,Low
17680,NAMERICA,Energy,T3,445,612554,1,Low
17681,EMEA,Healthcare & Life Sciences,T3,280,98217.831,1,Low
17682,EMEA,"Business, Engineering & Consumer Services",T1,500,138776,1,Low
17683,NAMERICA,Healthcare & Life Sciences,T5,50,45548.997,0,Low
17684,NAMERICA,Healthcare & Life Sciences,T1,795,625000,0,Low
17685,NAMERICA,Government,T1,3398,1615280.562,0,Low
17686,EMEA,"Banking, Financial Services & Insurance",T1,2904,2325909.02,1,Low
17687,NAMERICA,"Business, Engineering & Consumer Services",T4,70,72454.863,0,Low
17688,EMEA,"Business, Engineering & Consumer Services",T1,750,766800,1,Low
17689,CSB,Agriculture,T5,16,58979,1,Low
17690,EMEA,Agriculture,T3,10,4916594,0,Low
17691,APJ,Retail,T5,200,63713,1,Low
17692,LA,Agriculture,T2,250,575000,0,Low
17693,APJ,Healthcare & Life Sciences,T5,9532,5422979,0,Low
17694,CSB,"Business, Engineering & Consumer Services",T5,42,37266,1,Low
17695,EMEA,Agriculture,T5,39,200500,0,Low
17696,NAMERICA,Web & Tech,T3,90,438703,0,Low
17697,Greater China,Healthcare & Life Sciences,T5,100,2951472,1,Low
17698,NAMERICA,Government,T1,60000,1000000,0,Low
17699,EMEA,Government,T1,3085,2011100,0,Low
17700,EMEA,"Telecom, Media & Entertainment",T1,700,148739,1,Low
17701,NAMERICA,Web & Tech,T1,100,90000,0,Low
17702,NAMERICA,Education,T2,372,698000,0,Low
17703,Greater China,Retail,T1,8443,85038,1,Low
17704,CSB,"Business, Engineering & Consumer Services",T5,2,180463,1,Low
17705,NAMERICA,"Banking, Financial Services & Insurance",T3,118,385300,0,Low
17706,EMEA,Retail,T5,8,73357,1,Low
17707,NAMERICA,Manufacturing,T3,45,482700,1,Low
17708,LA,Manufacturing,T1,10000,1039000,0,Low
17709,APJ,Web & Tech,T5,466,22684.872,1,Low
17710,NAMERICA,"Banking, Financial Services & Insurance",T1,90,1000000,1,Low
17711,EMEA,"Business, Engineering & Consumer Services",T3,15,123369.923,1,Low
17712,NAMERICA,Government,T5,106,59122.906,0,Low
17713,NAMERICA,Healthcare & Life Sciences,T1,1498,1398184.483,1,Low
17714,EMEA,"Business, Engineering & Consumer Services",T1,17,2250000,1,Low
17715,Greater China,Energy,T2,499,2297665,1,Low
17716,APJ,"Banking, Financial Services & Insurance",T2,20,11403887.03,1,Low
17717,NAMERICA,"Banking, Financial Services & Insurance",T1,916,1505207.767,0,Low
17718,NAMERICA,Retail,T1,13000,2795980.267,0,Low
17719,NAMERICA,Education,T5,458,30331.658,0,Low
17720,NAMERICA,"Business, Engineering & Consumer Services",T4,225,153707.311,0,Low
17721,NAMERICA,"Business, Engineering & Consumer Services",T4,270,158116.087,1,Low
17722,NAMERICA,"Banking, Financial Services & Insurance",T3,30,25893.845,1,Low
